inspection_id,order_id,product,plant,inspection_date,batch_size,defects_found,defect_type,inspector_id,passed,defect_rate
INS_00668,ORD_00668,Suspension Unit,Plant_Chennai,2024-01-07,1644,0,None,INS_EMP_01,1,0.0
INS_00669,ORD_00669,Suspension Unit,Plant_Chennai,2023-11-10,393,23,Surface Finish,INS_EMP_06,1,0.0585
INS_00670,ORD_00670,Drive Shaft,Plant_Chennai,2024-08-23,1223,0,None,INS_EMP_01,1,0.0
INS_00671,ORD_00671,Suspension Unit,Plant_Chennai,2023-05-29,207,15,Dimensional,INS_EMP_01,1,0.0725
INS_00672,ORD_00672,Wiring Harness,Plant_Chennai,2023-02-10,278,2,Functional,INS_EMP_04,0,0.0072
INS_00673,ORD_00673,Sensor Array,Plant_Delhi,2024-12-28,1043,14,Functional,INS_EMP_10,1,0.0134
INS_00674,ORD_00674,Clutch Kit,Plant_Ahmedabad,2023-07-06,1065,23,Functional,INS_EMP_10,1,0.0216
INS_00675,ORD_00675,Drive Shaft,Plant_Pune,2024-09-09,1774,127,Dimensional,INS_EMP_02,0,0.0716
INS_00676,ORD_00676,Clutch Kit,Plant_Ahmedabad,2024-05-14,1025,19,Surface Finish,INS_EMP_08,1,0.0185
INS_00677,ORD_00677,PCB Assembly,Plant_Chennai,2023-10-03,1136,32,Functional,INS_EMP_04,1,0.0282
INS_00678,ORD_00678,Hydraulic Pump,Plant_Chennai,2023-04-30,1355,21,Surface Finish,INS_EMP_01,1,0.0155
INS_00679,ORD_00679,Suspension Unit,Plant_Pune,2023-04-22,1390,20,Functional,INS_EMP_03,0,0.0144
INS_00680,ORD_00680,Brake Assembly,Plant_Delhi,2024-12-19,418,12,Assembly Error,INS_EMP_07,1,0.0287
INS_00681,ORD_00681,Hydraulic Pump,Plant_Pune,2024-06-27,1453,76,Functional,INS_EMP_07,0,0.0523
INS_00682,ORD_00682,Suspension Unit,Plant_Delhi,2024-10-01,166,12,Surface Finish,INS_EMP_01,0,0.0723
INS_00683,ORD_00683,Gear Box,Plant_Delhi,2024-09-18,819,38,Surface Finish,INS_EMP_05,1,0.0464
INS_00684,ORD_00684,PCB Assembly,Plant_Chennai,2023-11-15,1402,107,Assembly Error,INS_EMP_01,1,0.0763
INS_00685,ORD_00685,Hydraulic Pump,Plant_Chennai,2023-03-28,1641,0,None,INS_EMP_09,1,0.0
INS_00686,ORD_00686,Brake Assembly,Plant_Pune,2023-03-31,1951,131,Assembly Error,INS_EMP_10,1,0.0671
INS_00687,ORD_00687,Brake Assembly,Plant_Delhi,2023-09-03,1367,35,Dimensional,INS_EMP_08,0,0.0256
INS_00688,ORD_00688,Gear Box,Plant_Delhi,2024-09-03,563,1,Surface Finish,INS_EMP_06,1,0.0018
INS_00689,ORD_00689,Control Panel,Plant_Ahmedabad,2023-10-07,1483,0,None,INS_EMP_06,1,0.0
INS_00690,ORD_00690,Clutch Kit,Plant_Delhi,2024-03-19,1540,79,Dimensional,INS_EMP_06,0,0.0513
INS_00691,ORD_00691,PCB Assembly,Plant_Delhi,2023-05-26,1146,64,Assembly Error,INS_EMP_05,0,0.0558
INS_00692,ORD_00692,Clutch Kit,Plant_Pune,2024-07-31,746,28,Assembly Error,INS_EMP_04,0,0.0375
INS_00693,ORD_00693,Sensor Array,Plant_Ahmedabad,2024-02-22,441,0,None,INS_EMP_06,1,0.0
INS_00694,ORD_00694,Clutch Kit,Plant_Ahmedabad,2023-07-21,123,4,Assembly Error,INS_EMP_05,0,0.0325
INS_00695,ORD_00695,Drive Shaft,Plant_Delhi,2024-07-30,680,32,Assembly Error,INS_EMP_08,1,0.0471
INS_00696,ORD_00696,Wiring Harness,Plant_Pune,2024-01-09,1526,21,Surface Finish,INS_EMP_06,0,0.0138
INS_00697,ORD_00697,Suspension Unit,Plant_Delhi,2023-03-19,1556,54,Dimensional,INS_EMP_02,1,0.0347
INS_00698,ORD_00698,Wiring Harness,Plant_Pune,2023-01-23,1345,70,Functional,INS_EMP_02,0,0.052
INS_00699,ORD_00699,Clutch Kit,Plant_Ahmedabad,2023-04-25,1068,0,None,INS_EMP_03,1,0.0
INS_00700,ORD_00700,Drive Shaft,Plant_Pune,2023-12-05,1451,84,Dimensional,INS_EMP_06,0,0.0579
INS_00701,ORD_00701,Control Panel,Plant_Pune,2023-05-15,339,19,Surface Finish,INS_EMP_05,0,0.056
INS_00702,ORD_00702,PCB Assembly,Plant_Pune,2024-08-22,323,11,Dimensional,INS_EMP_07,0,0.0341
INS_00703,ORD_00703,Hydraulic Pump,Plant_Ahmedabad,2023-03-27,64,2,Dimensional,INS_EMP_10,1,0.0312
INS_00704,ORD_00704,Gear Box,Plant_Delhi,2023-08-07,1360,97,Functional,INS_EMP_10,1,0.0713
INS_00705,ORD_00705,Sensor Array,Plant_Ahmedabad,2024-06-17,1996,112,Surface Finish,INS_EMP_04,1,0.0561
INS_00706,ORD_00706,Sensor Array,Plant_Pune,2023-09-08,290,21,Surface Finish,INS_EMP_07,0,0.0724
INS_00707,ORD_00707,Wiring Harness,Plant_Pune,2023-10-15,446,0,None,INS_EMP_05,1,0.0
INS_00708,ORD_00708,Suspension Unit,Plant_Ahmedabad,2023-03-20,795,3,Surface Finish,INS_EMP_07,1,0.0038
INS_00709,ORD_00709,Brake Assembly,Plant_Delhi,2023-03-15,410,22,Dimensional,INS_EMP_05,0,0.0537
INS_00710,ORD_00710,Clutch Kit,Plant_Delhi,2024-09-19,717,0,None,INS_EMP_06,1,0.0
INS_00711,ORD_00711,Brake Assembly,Plant_Ahmedabad,2023-04-21,1560,25,Dimensional,INS_EMP_04,0,0.016
INS_00712,ORD_00712,PCB Assembly,Plant_Chennai,2023-03-13,346,21,Surface Finish,INS_EMP_09,0,0.0607
INS_00713,ORD_00713,Drive Shaft,Plant_Delhi,2023-08-10,784,18,Dimensional,INS_EMP_10,0,0.023
INS_00714,ORD_00714,Clutch Kit,Plant_Chennai,2023-05-24,1003,9,Surface Finish,INS_EMP_02,0,0.009
INS_00715,ORD_00715,Brake Assembly,Plant_Ahmedabad,2024-11-06,1904,25,Surface Finish,INS_EMP_03,0,0.0131
INS_00716,ORD_00716,Clutch Kit,Plant_Pune,2023-08-31,1019,38,Functional,INS_EMP_09,0,0.0373
INS_00717,ORD_00717,Drive Shaft,Plant_Ahmedabad,2024-08-26,1876,138,Functional,INS_EMP_03,1,0.0736
INS_00718,ORD_00718,Wiring Harness,Plant_Delhi,2024-05-22,1624,0,None,INS_EMP_07,1,0.0
INS_00719,ORD_00719,Clutch Kit,Plant_Pune,2023-09-09,1193,0,None,INS_EMP_08,1,0.0
INS_00720,ORD_00720,Wiring Harness,Plant_Delhi,2023-09-25,235,10,Assembly Error,INS_EMP_01,0,0.0426
INS_00721,ORD_00721,Wiring Harness,Plant_Delhi,2023-06-21,1490,0,None,INS_EMP_02,1,0.0
INS_00722,ORD_00722,Suspension Unit,Plant_Pune,2024-12-21,1137,0,None,INS_EMP_06,1,0.0
INS_00723,ORD_00723,Drive Shaft,Plant_Delhi,2024-01-05,1959,143,Functional,INS_EMP_09,0,0.073
INS_00724,ORD_00724,Brake Assembly,Plant_Pune,2024-05-13,133,5,Assembly Error,INS_EMP_05,0,0.0376
INS_00725,ORD_00725,Clutch Kit,Plant_Pune,2023-09-22,282,2,Dimensional,INS_EMP_07,0,0.0071
INS_00726,ORD_00726,Sensor Array,Plant_Ahmedabad,2023-10-20,1443,0,None,INS_EMP_09,1,0.0
INS_00727,ORD_00727,Hydraulic Pump,Plant_Ahmedabad,2024-07-22,301,15,Assembly Error,INS_EMP_09,1,0.0498
INS_00728,ORD_00728,Wiring Harness,Plant_Delhi,2024-12-15,1706,81,Surface Finish,INS_EMP_09,1,0.0475
INS_00729,ORD_00729,Wiring Harness,Plant_Pune,2023-07-15,207,13,Assembly Error,INS_EMP_05,1,0.0628
INS_00730,ORD_00730,Wiring Harness,Plant_Chennai,2024-10-07,650,50,Functional,INS_EMP_02,1,0.0769
INS_00731,ORD_00731,Control Panel,Plant_Chennai,2024-10-25,647,14,Surface Finish,INS_EMP_05,0,0.0216
INS_00732,ORD_00732,Control Panel,Plant_Ahmedabad,2024-01-10,1373,79,Dimensional,INS_EMP_03,1,0.0575
INS_00733,ORD_00733,Clutch Kit,Plant_Ahmedabad,2024-08-10,1889,46,Surface Finish,INS_EMP_02,0,0.0244
INS_00734,ORD_00734,Gear Box,Plant_Chennai,2023-02-25,773,2,Surface Finish,INS_EMP_05,0,0.0026
INS_00735,ORD_00735,Brake Assembly,Plant_Delhi,2025-01-20,1902,73,Dimensional,INS_EMP_03,1,0.0384
INS_00736,ORD_00736,Sensor Array,Plant_Chennai,2023-05-27,583,0,None,INS_EMP_04,1,0.0
INS_00737,ORD_00737,PCB Assembly,Plant_Ahmedabad,2024-04-24,382,10,Dimensional,INS_EMP_08,0,0.0262
INS_00738,ORD_00738,Sensor Array,Plant_Chennai,2023-12-01,58,4,Dimensional,INS_EMP_10,1,0.069
INS_00739,ORD_00739,Sensor Array,Plant_Delhi,2024-09-03,351,27,Surface Finish,INS_EMP_07,1,0.0769
INS_00740,ORD_00740,Clutch Kit,Plant_Ahmedabad,2023-06-16,1178,0,None,INS_EMP_09,1,0.0
INS_00741,ORD_00741,Hydraulic Pump,Plant_Pune,2023-12-05,1295,84,Dimensional,INS_EMP_03,0,0.0649
INS_00742,ORD_00742,PCB Assembly,Plant_Pune,2024-08-04,962,71,Dimensional,INS_EMP_01,0,0.0738
INS_00743,ORD_00743,PCB Assembly,Plant_Pune,2024-10-01,1097,56,Surface Finish,INS_EMP_07,1,0.051
INS_00744,ORD_00744,Control Panel,Plant_Delhi,2024-02-14,74,2,Dimensional,INS_EMP_01,0,0.027
INS_00745,ORD_00745,PCB Assembly,Plant_Pune,2024-03-29,956,45,Dimensional,INS_EMP_04,0,0.0471
INS_00746,ORD_00746,Sensor Array,Plant_Delhi,2023-04-06,475,0,None,INS_EMP_06,1,0.0
INS_00747,ORD_00747,Control Panel,Plant_Ahmedabad,2023-04-04,888,70,Surface Finish,INS_EMP_07,0,0.0788
INS_00748,ORD_00748,Hydraulic Pump,Plant_Chennai,2023-08-01,1754,1,Dimensional,INS_EMP_06,0,0.0006
INS_00749,ORD_00749,Wiring Harness,Plant_Delhi,2024-04-29,104,3,Functional,INS_EMP_05,0,0.0288
INS_00750,ORD_00750,Hydraulic Pump,Plant_Ahmedabad,2023-07-21,1907,0,None,INS_EMP_04,1,0.0
INS_00751,ORD_00751,Brake Assembly,Plant_Chennai,2024-01-27,1034,0,None,INS_EMP_01,1,0.0
INS_00752,ORD_00752,Wiring Harness,Plant_Pune,2023-02-17,581,36,Functional,INS_EMP_03,1,0.062
INS_00753,ORD_00753,Drive Shaft,Plant_Chennai,2023-03-07,789,0,None,INS_EMP_03,1,0.0
INS_00754,ORD_00754,Suspension Unit,Plant_Pune,2024-10-21,1102,0,None,INS_EMP_10,1,0.0
INS_00755,ORD_00755,Brake Assembly,Plant_Chennai,2023-12-19,1780,16,Dimensional,INS_EMP_08,1,0.009
INS_00756,ORD_00756,Gear Box,Plant_Delhi,2023-06-09,626,0,None,INS_EMP_07,1,0.0
INS_00757,ORD_00757,Control Panel,Plant_Delhi,2024-06-09,1753,118,Surface Finish,INS_EMP_07,0,0.0673
INS_00758,ORD_00758,Hydraulic Pump,Plant_Chennai,2023-03-26,1726,46,Surface Finish,INS_EMP_09,0,0.0267
INS_00759,ORD_00759,Drive Shaft,Plant_Delhi,2024-09-22,1613,0,None,INS_EMP_10,1,0.0
INS_00760,ORD_00760,Brake Assembly,Plant_Ahmedabad,2024-12-18,1459,87,Assembly Error,INS_EMP_04,0,0.0596
INS_00761,ORD_00761,Drive Shaft,Plant_Delhi,2023-02-16,1041,53,Assembly Error,INS_EMP_02,1,0.0509
INS_00762,ORD_00762,Brake Assembly,Plant_Pune,2023-09-21,185,11,Dimensional,INS_EMP_09,1,0.0595
INS_00763,ORD_00763,Suspension Unit,Plant_Chennai,2023-08-02,769,26,Surface Finish,INS_EMP_08,0,0.0338
INS_00764,ORD_00764,Brake Assembly,Plant_Delhi,2024-06-23,1542,56,Surface Finish,INS_EMP_09,1,0.0363
INS_00765,ORD_00765,Clutch Kit,Plant_Ahmedabad,2023-07-28,401,1,Dimensional,INS_EMP_02,0,0.0025
INS_00766,ORD_00766,PCB Assembly,Plant_Ahmedabad,2023-07-26,1429,85,Surface Finish,INS_EMP_09,0,0.0595
INS_00767,ORD_00767,Brake Assembly,Plant_Pune,2023-09-07,281,8,Surface Finish,INS_EMP_10,0,0.0285
INS_00768,ORD_00768,Brake Assembly,Plant_Ahmedabad,2025-01-03,1191,87,Dimensional,INS_EMP_09,0,0.073
INS_00769,ORD_00769,Control Panel,Plant_Ahmedabad,2024-10-02,688,12,Functional,INS_EMP_08,0,0.0174
INS_00770,ORD_00770,Gear Box,Plant_Delhi,2023-08-12,192,0,None,INS_EMP_08,1,0.0
INS_00771,ORD_00771,PCB Assembly,Plant_Ahmedabad,2024-02-27,1120,3,Functional,INS_EMP_07,1,0.0027
INS_00772,ORD_00772,PCB Assembly,Plant_Delhi,2023-06-27,794,25,Assembly Error,INS_EMP_02,0,0.0315
INS_00773,ORD_00773,PCB Assembly,Plant_Chennai,2024-06-06,1616,95,Assembly Error,INS_EMP_10,0,0.0588
INS_00774,ORD_00774,Brake Assembly,Plant_Chennai,2024-03-08,1097,82,Dimensional,INS_EMP_09,0,0.0747
INS_00775,ORD_00775,Brake Assembly,Plant_Ahmedabad,2023-09-17,1980,64,Functional,INS_EMP_02,0,0.0323
INS_00776,ORD_00776,Brake Assembly,Plant_Delhi,2024-02-18,1441,78,Assembly Error,INS_EMP_08,1,0.0541
INS_00777,ORD_00777,Control Panel,Plant_Chennai,2024-05-01,651,30,Dimensional,INS_EMP_09,0,0.0461
INS_00778,ORD_00778,PCB Assembly,Plant_Ahmedabad,2023-02-15,114,7,Functional,INS_EMP_10,0,0.0614
INS_00779,ORD_00779,Gear Box,Plant_Ahmedabad,2024-04-15,123,0,None,INS_EMP_05,1,0.0
INS_00780,ORD_00780,Control Panel,Plant_Ahmedabad,2023-12-11,846,64,Functional,INS_EMP_03,0,0.0757
INS_00781,ORD_00781,Suspension Unit,Plant_Chennai,2023-06-29,164,12,Surface Finish,INS_EMP_07,1,0.0732
INS_00782,ORD_00782,Suspension Unit,Plant_Delhi,2023-03-07,1259,90,Functional,INS_EMP_07,1,0.0715
INS_00783,ORD_00783,Clutch Kit,Plant_Pune,2023-04-26,756,40,Surface Finish,INS_EMP_06,0,0.0529
INS_00784,ORD_00784,Sensor Array,Plant_Pune,2024-09-03,1914,83,Surface Finish,INS_EMP_08,0,0.0434
INS_00785,ORD_00785,PCB Assembly,Plant_Chennai,2023-12-04,993,79,Functional,INS_EMP_09,0,0.0796
INS_00786,ORD_00786,Brake Assembly,Plant_Ahmedabad,2024-08-28,698,21,Functional,INS_EMP_04,1,0.0301
INS_00787,ORD_00787,Suspension Unit,Plant_Chennai,2023-12-29,1079,81,Assembly Error,INS_EMP_01,1,0.0751
INS_00788,ORD_00788,Clutch Kit,Plant_Chennai,2023-08-13,1351,18,Functional,INS_EMP_10,0,0.0133
INS_00789,ORD_00789,Suspension Unit,Plant_Delhi,2023-11-22,873,35,Assembly Error,INS_EMP_08,0,0.0401
INS_00790,ORD_00790,Sensor Array,Plant_Delhi,2023-10-12,1210,0,None,INS_EMP_07,1,0.0
INS_00791,ORD_00791,Hydraulic Pump,Plant_Ahmedabad,2023-11-20,1408,76,Assembly Error,INS_EMP_05,0,0.054
INS_00792,ORD_00792,Clutch Kit,Plant_Ahmedabad,2023-02-12,1490,74,Assembly Error,INS_EMP_10,1,0.0497
INS_00793,ORD_00793,Control Panel,Plant_Pune,2024-10-21,1625,6,Assembly Error,INS_EMP_09,0,0.0037
INS_00794,ORD_00794,PCB Assembly,Plant_Chennai,2023-06-11,358,0,None,INS_EMP_10,1,0.0
INS_00795,ORD_00795,Clutch Kit,Plant_Ahmedabad,2024-03-09,1736,79,Assembly Error,INS_EMP_08,1,0.0455
INS_00796,ORD_00796,Wiring Harness,Plant_Ahmedabad,2023-06-12,106,0,None,INS_EMP_06,1,0.0
INS_00797,ORD_00797,Control Panel,Plant_Pune,2023-08-03,608,0,None,INS_EMP_10,1,0.0
INS_00798,ORD_00798,Brake Assembly,Plant_Ahmedabad,2023-01-25,1810,104,Functional,INS_EMP_05,0,0.0575
INS_00799,ORD_00799,Control Panel,Plant_Delhi,2024-03-11,1533,0,None,INS_EMP_04,1,0.0
INS_00800,ORD_00800,Sensor Array,Plant_Chennai,2024-07-02,1066,0,None,INS_EMP_09,1,0.0
INS_00801,ORD_00801,Wiring Harness,Plant_Ahmedabad,2023-09-15,496,8,Functional,INS_EMP_07,1,0.0161
INS_00802,ORD_00802,Control Panel,Plant_Ahmedabad,2023-03-17,1142,37,Surface Finish,INS_EMP_08,1,0.0324
INS_00803,ORD_00803,Hydraulic Pump,Plant_Delhi,2023-11-09,1968,103,Surface Finish,INS_EMP_10,0,0.0523
INS_00804,ORD_00804,Hydraulic Pump,Plant_Ahmedabad,2024-12-07,1976,75,Assembly Error,INS_EMP_10,0,0.038
INS_00805,ORD_00805,Drive Shaft,Plant_Ahmedabad,2024-12-08,1145,38,Functional,INS_EMP_06,0,0.0332
INS_00806,ORD_00806,Wiring Harness,Plant_Chennai,2023-05-02,1599,0,None,INS_EMP_03,1,0.0
INS_00807,ORD_00807,PCB Assembly,Plant_Chennai,2023-11-07,214,0,None,INS_EMP_07,1,0.0
INS_00808,ORD_00808,Control Panel,Plant_Chennai,2023-07-09,584,21,Dimensional,INS_EMP_03,0,0.036
INS_00809,ORD_00809,Drive Shaft,Plant_Ahmedabad,2023-03-18,1363,21,Dimensional,INS_EMP_07,0,0.0154
INS_00810,ORD_00810,Suspension Unit,Plant_Ahmedabad,2023-12-09,218,2,Assembly Error,INS_EMP_07,1,0.0092
INS_00811,ORD_00811,Sensor Array,Plant_Chennai,2024-06-03,1555,71,Functional,INS_EMP_10,0,0.0457
INS_00812,ORD_00812,Clutch Kit,Plant_Delhi,2024-03-14,422,12,Dimensional,INS_EMP_05,1,0.0284
INS_00813,ORD_00813,Clutch Kit,Plant_Chennai,2024-11-15,1333,67,Functional,INS_EMP_02,0,0.0503
INS_00814,ORD_00814,Gear Box,Plant_Delhi,2024-03-08,928,72,Dimensional,INS_EMP_09,0,0.0776
INS_00815,ORD_00815,Brake Assembly,Plant_Pune,2024-04-17,1934,85,Dimensional,INS_EMP_08,1,0.044
INS_00816,ORD_00816,Suspension Unit,Plant_Pune,2023-10-12,1578,0,None,INS_EMP_09,1,0.0
INS_00817,ORD_00817,Clutch Kit,Plant_Ahmedabad,2024-03-12,886,61,Surface Finish,INS_EMP_05,0,0.0688
INS_00818,ORD_00818,Sensor Array,Plant_Ahmedabad,2024-09-12,1375,0,None,INS_EMP_06,1,0.0
INS_00819,ORD_00819,Drive Shaft,Plant_Delhi,2025-01-11,1557,111,Assembly Error,INS_EMP_04,0,0.0713
INS_00820,ORD_00820,Drive Shaft,Plant_Delhi,2024-05-11,1291,58,Surface Finish,INS_EMP_06,0,0.0449
INS_00821,ORD_00821,Control Panel,Plant_Delhi,2024-10-11,669,1,Dimensional,INS_EMP_04,0,0.0015
INS_00822,ORD_00822,Gear Box,Plant_Delhi,2023-10-02,1081,50,Functional,INS_EMP_07,0,0.0463
INS_00823,ORD_00823,Wiring Harness,Plant_Chennai,2024-03-26,583,0,None,INS_EMP_10,1,0.0
INS_00824,ORD_00824,Sensor Array,Plant_Ahmedabad,2023-10-28,1305,83,Functional,INS_EMP_04,0,0.0636
INS_00825,ORD_00825,Drive Shaft,Plant_Pune,2024-06-14,1995,100,Functional,INS_EMP_05,0,0.0501
INS_00826,ORD_00826,PCB Assembly,Plant_Delhi,2023-09-01,123,0,None,INS_EMP_05,1,0.0
INS_00827,ORD_00827,Gear Box,Plant_Delhi,2024-04-11,1502,0,None,INS_EMP_04,1,0.0
INS_00828,ORD_00828,Hydraulic Pump,Plant_Pune,2023-08-27,631,35,Assembly Error,INS_EMP_05,1,0.0555
INS_00829,ORD_00829,Wiring Harness,Plant_Delhi,2024-07-19,1218,73,Assembly Error,INS_EMP_01,1,0.0599
INS_00830,ORD_00830,Sensor Array,Plant_Pune,2023-11-12,1443,84,Dimensional,INS_EMP_02,1,0.0582
INS_00831,ORD_00831,Suspension Unit,Plant_Delhi,2024-05-15,1499,54,Surface Finish,INS_EMP_01,0,0.036
INS_00832,ORD_00832,Gear Box,Plant_Pune,2024-11-24,1997,53,Dimensional,INS_EMP_07,1,0.0265
INS_00833,ORD_00833,PCB Assembly,Plant_Delhi,2023-12-25,163,1,Dimensional,INS_EMP_04,1,0.0061
INS_00834,ORD_00834,Gear Box,Plant_Ahmedabad,2023-07-12,1628,78,Functional,INS_EMP_05,0,0.0479
INS_00835,ORD_00835,Hydraulic Pump,Plant_Pune,2024-11-20,1389,0,None,INS_EMP_10,1,0.0
INS_00836,ORD_00836,Hydraulic Pump,Plant_Ahmedabad,2024-01-31,459,26,Dimensional,INS_EMP_08,1,0.0566
INS_00837,ORD_00837,Control Panel,Plant_Chennai,2024-02-04,431,28,Functional,INS_EMP_09,1,0.065
INS_00838,ORD_00838,Brake Assembly,Plant_Chennai,2024-11-18,1511,22,Functional,INS_EMP_05,0,0.0146
INS_00839,ORD_00839,Clutch Kit,Plant_Ahmedabad,2023-04-20,1028,19,Assembly Error,INS_EMP_03,0,0.0185
INS_00840,ORD_00840,PCB Assembly,Plant_Ahmedabad,2023-03-10,206,12,Functional,INS_EMP_10,1,0.0583
INS_00841,ORD_00841,Brake Assembly,Plant_Delhi,2024-12-03,1214,18,Assembly Error,INS_EMP_06,1,0.0148
INS_00842,ORD_00842,Hydraulic Pump,Plant_Chennai,2023-07-31,423,12,Surface Finish,INS_EMP_03,0,0.0284
INS_00843,ORD_00843,Clutch Kit,Plant_Pune,2024-12-04,1327,0,None,INS_EMP_01,1,0.0
INS_00844,ORD_00844,PCB Assembly,Plant_Delhi,2023-10-23,1429,31,Functional,INS_EMP_04,1,0.0217
INS_00845,ORD_00845,Wiring Harness,Plant_Chennai,2024-11-20,992,4,Assembly Error,INS_EMP_05,1,0.004
INS_00846,ORD_00846,Brake Assembly,Plant_Pune,2024-01-30,1429,62,Functional,INS_EMP_07,1,0.0434
INS_00847,ORD_00847,Clutch Kit,Plant_Ahmedabad,2023-07-21,1721,0,None,INS_EMP_05,1,0.0
INS_00848,ORD_00848,Hydraulic Pump,Plant_Ahmedabad,2024-04-20,1332,48,Functional,INS_EMP_10,0,0.036
INS_00849,ORD_00849,Wiring Harness,Plant_Ahmedabad,2024-03-11,288,0,None,INS_EMP_07,1,0.0
INS_00850,ORD_00850,Drive Shaft,Plant_Chennai,2024-09-01,462,11,Functional,INS_EMP_02,0,0.0238
INS_00851,ORD_00851,Suspension Unit,Plant_Chennai,2024-11-06,1510,0,None,INS_EMP_04,1,0.0
INS_00852,ORD_00852,Clutch Kit,Plant_Delhi,2024-03-03,1101,1,Functional,INS_EMP_08,0,0.0009
INS_00853,ORD_00853,Wiring Harness,Plant_Delhi,2024-03-29,696,19,Surface Finish,INS_EMP_06,1,0.0273
INS_00854,ORD_00854,Clutch Kit,Plant_Ahmedabad,2024-11-06,968,14,Surface Finish,INS_EMP_03,0,0.0145
INS_00855,ORD_00855,Wiring Harness,Plant_Pune,2023-09-14,499,16,Dimensional,INS_EMP_07,0,0.0321
INS_00856,ORD_00856,Gear Box,Plant_Pune,2024-03-31,1977,24,Surface Finish,INS_EMP_02,1,0.0121
INS_00857,ORD_00857,Brake Assembly,Plant_Ahmedabad,2024-12-02,314,25,Surface Finish,INS_EMP_03,1,0.0796
INS_00858,ORD_00858,Sensor Array,Plant_Pune,2023-09-07,1190,21,Assembly Error,INS_EMP_07,1,0.0176
INS_00859,ORD_00859,Brake Assembly,Plant_Pune,2023-03-02,180,0,None,INS_EMP_09,1,0.0
INS_00860,ORD_00860,Hydraulic Pump,Plant_Pune,2024-01-12,777,40,Surface Finish,INS_EMP_06,1,0.0515
INS_00861,ORD_00861,Brake Assembly,Plant_Delhi,2024-11-22,1496,71,Functional,INS_EMP_06,0,0.0475
INS_00862,ORD_00862,Clutch Kit,Plant_Chennai,2023-05-14,1201,75,Surface Finish,INS_EMP_05,0,0.0624
INS_00863,ORD_00863,Gear Box,Plant_Chennai,2025-01-12,1610,36,Functional,INS_EMP_06,0,0.0224
INS_00864,ORD_00864,Clutch Kit,Plant_Ahmedabad,2023-06-05,463,8,Assembly Error,INS_EMP_09,1,0.0173
INS_00865,ORD_00865,Sensor Array,Plant_Pune,2024-06-09,224,12,Assembly Error,INS_EMP_10,0,0.0536
INS_00866,ORD_00866,Wiring Harness,Plant_Chennai,2024-04-04,517,5,Assembly Error,INS_EMP_01,1,0.0097
INS_00867,ORD_00867,Brake Assembly,Plant_Chennai,2023-06-26,70,5,Dimensional,INS_EMP_01,1,0.0714
INS_00868,ORD_00868,Suspension Unit,Plant_Delhi,2023-07-04,175,10,Functional,INS_EMP_02,1,0.0571
INS_00869,ORD_00869,Sensor Array,Plant_Chennai,2024-03-20,1864,117,Assembly Error,INS_EMP_05,1,0.0628
INS_00870,ORD_00870,Control Panel,Plant_Ahmedabad,2024-07-16,1935,59,Assembly Error,INS_EMP_06,0,0.0305
INS_00871,ORD_00871,Control Panel,Plant_Chennai,2023-08-03,222,5,Functional,INS_EMP_05,1,0.0225
INS_00872,ORD_00872,Drive Shaft,Plant_Delhi,2024-06-27,689,0,None,INS_EMP_05,1,0.0
INS_00873,ORD_00873,Brake Assembly,Plant_Delhi,2023-10-02,1754,119,Dimensional,INS_EMP_02,1,0.0678
INS_00874,ORD_00874,Wiring Harness,Plant_Chennai,2024-10-23,775,0,None,INS_EMP_05,1,0.0
INS_00875,ORD_00875,Control Panel,Plant_Pune,2024-04-22,533,0,None,INS_EMP_08,1,0.0
INS_00876,ORD_00876,PCB Assembly,Plant_Pune,2023-11-12,1657,67,Surface Finish,INS_EMP_05,0,0.0404
INS_00877,ORD_00877,Gear Box,Plant_Ahmedabad,2024-07-03,444,22,Dimensional,INS_EMP_04,1,0.0495
INS_00878,ORD_00878,Brake Assembly,Plant_Chennai,2023-04-09,920,0,None,INS_EMP_09,1,0.0
INS_00879,ORD_00879,Wiring Harness,Plant_Ahmedabad,2024-09-14,1112,29,Dimensional,INS_EMP_04,0,0.0261
INS_00880,ORD_00880,Gear Box,Plant_Delhi,2024-03-31,383,0,None,INS_EMP_04,1,0.0
INS_00881,ORD_00881,Suspension Unit,Plant_Ahmedabad,2024-05-03,1578,11,Assembly Error,INS_EMP_02,0,0.007
INS_00882,ORD_00882,Hydraulic Pump,Plant_Chennai,2024-02-04,643,42,Surface Finish,INS_EMP_09,0,0.0653
INS_00883,ORD_00883,Drive Shaft,Plant_Chennai,2024-05-15,1670,10,Assembly Error,INS_EMP_09,1,0.006
INS_00884,ORD_00884,Brake Assembly,Plant_Delhi,2023-08-05,1564,0,None,INS_EMP_09,1,0.0
INS_00885,ORD_00885,Wiring Harness,Plant_Pune,2024-08-21,1208,72,Surface Finish,INS_EMP_02,1,0.0596
INS_00886,ORD_00886,Brake Assembly,Plant_Ahmedabad,2024-10-30,1609,123,Surface Finish,INS_EMP_09,1,0.0764
INS_00887,ORD_00887,Hydraulic Pump,Plant_Delhi,2024-02-22,1157,2,Surface Finish,INS_EMP_05,1,0.0017
INS_00888,ORD_00888,Control Panel,Plant_Delhi,2024-08-31,1680,81,Surface Finish,INS_EMP_02,1,0.0482
INS_00889,ORD_00889,Wiring Harness,Plant_Delhi,2024-07-29,1601,32,Surface Finish,INS_EMP_08,1,0.02
